name,count,followers,likes,engagement,comments
b_cole16,2,37902,3475,9.17,55
gregorymasouras,2,135176,5259,3.89,31
ruby_theplug,2,66,0,0.00,0
mridulaamin,2,897,71,7.92,1
porthjess,2,43640,1429,3.27,66
liberatedpeople,2,11171,39,0.35,0
jessicarichcollection,2,115472,404,0.35,26
pulitzercenter,3,79023,395,0.50,2
marcosrojo,4,2452219,89485,3.65,270
thomasrhettakins,3,2690766,232509,8.64,817
elsamuse,3,51239,601,1.17,9
sajad.orangi14,2,44300,2130,4.81,43
makeup_mastered,2,77220,799,1.03,6
emporiofrutaria,2,52018,1276,2.45,60
gosharubchinskiy,2,396908,NaN,NaN,NaN
tatuagensfemininas,2,1751839,2749,0.16,22
girly.henna,2,1049859,0,0.00,0
dariennelake,2,110625,1855,1.68,16
babesofnewyork,2,23236,314,1.35,6
therealofficialfrankb,2,18233,0,0.00,0
hoteltonight,2,70686,230,0.33,5
print_publication,2,6651,273,4.10,5
esma.in.seoul,2,718,108,15.04,9
_fabiancb_,2,1117,130,11.64,3
fiv5fiv5,2,51211,0,0.00,0
sohyun1104,2,28044,1503,5.36,14
only.fitness.health,2,1041699,17495,1.68,251
fotofilmic,2,12385,474,3.83,3
leraabova,2,52012,1971,3.79,9
livlight_,2,14640,905,6.18,128
wonderful_earthpix,2,1402302,32543,2.32,204
mercedesamgf1,2,1846536,20539,1.11,78
templeofseitan,3,56704,2488,4.39,72
hyorin_min,3,2209922,176908,8.01,775
happinessboxflowers,2,28309,1378,4.87,19
_iheartedm_,2,183244,0,0.00,0
lucasveloso_,2,697334,18004,2.58,125
emmykalia,2,260230,13202,5.07,86
scarpana,2,68195,1242,1.82,6
mahiraabdelaziz,3,677002,4966,0.73,103
taicepinheiro,2,1119,108,9.65,2
billyistvan,2,115,20,17.39,0
newmutantsfilm,2,45233,2292,5.07,16
jenniferanistononline,3,1589752,91706,5.77,857
strngermike,2,29764,NaN,NaN,NaN
bytarifa_official,2,1274536,177809,13.95,3443
yuvalbenit,2,1274,0,0.00,0
jamieleemantsik,2,405,22,5.43,1
kingscountydistillery,2,12014,347,2.89,5
thats_mrs_butler_2_you,4,49393,653,1.32,56
bellebonnetas,2,156,29,18.59,1
allagurfinkel,2,118074,1689,1.43,51
cameronmcnee,2,9296,153,1.65,3
best_italiansites,2,255883,9670,3.78,83
kidperu,2,9676,234,2.42,5
bitcheslovebrixo,2,172494,10660,6.18,135
malibusunrise,2,871,128,14.70,7
platicapolinesi,2,2271471,196002,8.63,1545
uglydesign,2,129521,3898,3.01,110
kimberryberry,2,161826,9263,5.72,69
jenniferwinget1,2,5001175,476080,9.52,2819
olimpiazagnoli,3,109863,1763,1.60,37
margaret__zhang,3,919871,14487,1.57,144
matchroomboxing,2,172728,2463,1.43,26
camelbackflowershop,2,28282,798,2.82,16
iamkiddenvy,2,41634,304,0.73,5
vadimgalaganov,2,62043,1684,2.71,37
nmoralesnbc,2,267979,5153,1.92,47
sweetpotatosoul,2,89323,2555,2.86,51
raksuraksu,2,324831,13010,4.01,105
thecoolestcool,2,3493,155,4.44,6
sebastienrichard1,2,18722,342,1.83,3
marmarcopenhagen,2,33843,159,0.47,3
mariagraziachiuri,2,13259,NaN,NaN,NaN
daisyfuentes,2,186237,1860,1.00,34
lareservehotels,2,6017,195,3.24,5
sofia_olivia_jellen,2,81810,1582,1.93,8
jf9109,2,153843,6608,4.30,88
annanooshin,3,665531,55951,8.41,252
haddonpr,2,9190,23,0.25,0
joerogan,4,3108693,89670,2.88,2381
bulim_nattha,2,105592,1267,1.20,9
csalcedojr,2,391266,20228,5.17,45
mcbaedoza,2,3292,380,11.54,5
pixiechildrenswear,2,1620,31,1.91,2
tonychrist,2,8259,758,9.18,37
bimbaylola,2,467896,3690,0.79,23
annalundsoe,2,2111,202,9.57,4
sheshouldrun,2,14912,199,1.33,3
melaniepavola,2,1612516,62455,3.87,362
highvoltagetat,2,971605,3394,0.35,13
thetravelpro,2,555031,4687,0.84,131
stefaniegiesinger,3,3110431,168841,5.43,607
poshndspicy,2,10368,88,0.85,9
gabrielmedina,4,5988717,140963,2.35,620
decor_alnoha,2,352713,0,0.00,0
michellevisage,2,679196,27552,4.06,323
iroparis,2,255716,1582,0.62,24
jayfishr,4,116840,7571,6.48,70
notalent,2,43980,2689,6.11,40
gsxradrian,3,11956,1207,10.10,29
unif,2,1204101,17887,1.49,33
cupcakkeafreakk,2,390870,30649,7.84,483
claesiversen,2,9941,337,3.39,8
priyankachopra,6,21739247,693632,3.19,3037
judyblame,2,35496,686,1.93,6
hxp_skyview,2,20315,1550,7.63,31
khadijha,3,30584,3353,10.96,45
my_little_box,2,211260,2214,1.05,43
bkaspr,2,15074,781,5.18,13
ginasavagex,2,396008,34492,8.71,307
stephaniemonty.art,2,2099,121,5.76,8
beautyofhapiness,2,864,94,10.88,2
teelfors,2,236,0,0.00,0
skarsgardsquad,2,224,96,42.86,2
instarguide,2,22903,612,2.67,2
wildluxe_misha,2,160929,3972,2.47,115
hawaiirepublic,2,13033,935,7.17,12
dylanchavles,3,27746,1225,4.42,22
theotternonsense,2,4006,314,7.84,5
jake.canter,2,2508,495,19.74,4
starheadbody,2,115028,NaN,NaN,NaN
successowner,2,437134,0,0.00,0
hillaryclinton,2,4186433,409771,9.79,52178
gymsharkwomen,2,1109086,27732,2.50,294
wells.phargo,2,19134,3468,18.12,185
everydayeverywhere,3,205317,919,0.45,3
donato_dicamillo,2,28083,643,2.29,9
plushaksu,2,509938,23058,4.52,501
malikj__,2,31483,3967,12.60,57
gildaambrosio,3,290295,11987,4.13,91
bengwhittaker,3,20307,914,4.50,15
ovate,2,60529,1175,1.94,15
sashaexeter,2,28830,846,2.93,71
vanessamorgan,2,1063857,209462,19.69,1027
backstreetboys,2,1209526,39056,3.23,681
treydillon,2,19151,1795,9.37,29
eudoxiee,2,911844,46731,5.12,457
seniorsquote,2,1274857,0,0.00,0
burgerkingfr,2,295459,4115,1.39,17
abdullah.xc,2,656767,4630,0.70,326
sephorapro,2,675775,1560,0.23,13
libationmag,2,701,246,35.09,13
nevillejacobs,2,209451,8556,4.08,115
69k,2,674753,1299,0.19,109
craving_happy,2,7004,63,0.90,2
stevenzhang91,2,166696,11688,7.01,388
trotsko_masha,2,725491,16883,2.33,109
billsmouth,2,91,25,27.47,1
citraco,2,113814,2159,1.90,26
nicolaspignatelli,2,1091,133,12.19,4
labibitches,2,58361,4572,7.83,23
burimovanextdoor,2,86806,5863,6.75,9
ehabmarwaan,2,497,75,15.09,1
agvhelmets,3,710719,8742,1.23,11
babakjahanbakhshoriginal,2,2151162,59642,2.77,853
sandrachoiofficial,3,12785,375,2.93,10
valentivitell,2,1215110,34642,2.85,362
lorenzoquinnartist,2,57868,1563,2.70,41
isabellamakeupp,2,40723,1302,3.20,7
chalakamal,2,278,20,7.19,0
elisha__h,5,742711,67747,9.12,387
maharishi,3,65906,1290,1.96,5
fuka_09,2,32448,1110,3.42,9
officialweddingmagazine,2,168110,1688,1.00,20
juhhwon,2,3117,461,14.79,4
hbgoodie,2,128851,18055,14.01,270
tasmania,2,388128,8211,2.12,98
hotel_miami,2,654,74,11.31,5
efkyte,2,612,0,0.00,0
machados13,2,222710,19885,8.93,194
thejamesgager,2,3814,88,2.31,1
thekissboyz,2,7999,107,1.34,4
elriccfh,2,17068,347,2.03,3
amelialauren99,2,38,0,0.00,0
frederikkesofie,5,52292,3164,6.05,19
spittinchiclets,2,307809,16443,5.34,300
uabasketball,2,1817258,29803,1.64,80
diningwithdiana,2,12568,522,4.15,47
donutdalegend,2,5270,250,4.74,4
marahennessey,2,1093,59,5.40,5
earthytateehana,3,18987,1103,5.81,18
saeedk79,2,2128,338,15.88,53
sertacbuyukpamukcu,2,629,0,0.00,0
kelseywells,2,1067317,25135,2.35,419
gsterl,2,58598,4792,8.18,44
drayamichele,2,6442389,110616,1.72,578
vancejoy,2,383974,42246,11.00,1541
olgaprinku,2,123074,6980,5.67,167
peakmilll,2,665923,43791,6.58,502
ganzi78,2,59992,6485,10.81,43
erinheathertonlegit,2,868627,12441,1.43,160
tsuyoshinges,2,54595,2367,4.34,15
naturegramy,2,175283,NaN,NaN,NaN
yellebeauty,2,58024,184,0.32,7
chutiyapa_begins_from_here,2,1291905,0,0.00,0
wellandfull,2,25874,513,1.98,26
lebackpacker,3,462976,14537,3.14,168
supplicompany,2,26274,119,0.45,8
jinti_fell,2,105895,11529,10.89,162
nigelwestaway_engraver,2,6435,323,5.02,10
ceylanertem,2,301667,19361,6.42,1
emilyhaydenfitness,2,267108,5082,1.90,107
eric_scire,3,106282,3859,3.63,58
possiblepat,2,330634,12805,3.87,172
blarejune,2,6425,241,3.75,8
riovn,2,5234,490,9.36,17
nanavivas13,2,81577,2935,3.60,25
erinparsonsmakeup,2,81263,2639,3.25,34
johnmoorestyles,2,4986,0,0.00,0
buffetfunfarrakidsofficial,2,138,3,2.17,0
coxxii_,2,1579,124,7.85,3
lhhhdez,2,21214,4691,22.11,44
arwa_x7x,2,1009169,4007,0.40,434
jeffkasser,2,815392,28668,3.52,159
garciaboxing,4,128547,2417,1.88,12
juice_landry,2,1318140,30397,2.31,207
tomcavalcante,4,577552,4835,0.84,57
bin_odahx,2,1544660,135332,8.76,11072
wynnlasvegas,2,182092,599,0.33,14
brunothebritish,2,2832,621,21.93,13
geo_antoinette,2,508786,49385,9.71,222
therealfouz,2,2367145,33778,1.43,625
filmakrs,2,254655,7885,3.10,68
pitterpatterfurryfeet,3,352229,7939,2.25,99
dailyfitbabes,2,188881,2473,1.31,11
tysonthecob,2,6909,358,5.18,37
dermoji,2,62447,19671,31.50,266
eolhcsheppard,2,35733,1075,3.01,5
ireemeee,2,462252,403,0.09,76
rmk_management,2,835,60,7.19,1
missomalondon,2,87344,998,1.14,5
hilariabaldwin,2,300217,12600,4.20,172
chef_carlo_cracco,2,615320,23365,3.80,186
flypoke,3,573,71,12.39,1
born_originals,3,188892,2278,1.21,7
asicstiger,2,206140,2628,1.27,19
daria_travel_it,2,29007,1785,6.15,39
fp__pablo,4,1611,199,12.35,9
babaramdass,2,116372,2786,2.39,42
breannacyoung,2,14602,1510,10.34,30
the.couch.whisperer,2,23145,778,3.36,49
berrmmyy,2,9911,280,2.83,4
assassination_nation,2,6810,631,9.27,4
kamlakay,2,40578,1206,2.97,70
scampbell333,2,178503,5548,3.11,44
napoleonperdis,2,310770,782,0.25,7
vintagekingaudio,2,98439,1391,1.41,9
_kimberlysnyder,3,213118,1929,0.91,43
joe_schilling,2,156864,5481,3.49,133
channel_ktv,2,1177169,6170,0.52,54
anyapaintface,2,40059,663,1.66,20
itcosmetics,3,910972,7400,0.81,205
lifeandstyleweekly,2,169541,788,0.46,8
thekitchensource,2,16104,1151,7.15,93
clive.chin,2,801,0,0.00,0
fashionisminepassion,2,22347,1125,5.03,111
soniarykiel,2,334466,492,0.15,5
thisisaeyde,4,20380,313,1.54,5
c_siegl,2,787,122,15.50,3
canadianbros,2,42643,1663,3.90,51
meicrosoft,2,28489,3957,13.89,37
djcarnage,2,829918,25399,3.06,279
andreholland,2,7100,1069,15.06,42
iamanaisb,2,14106,15,0.11,0
pa_rodriguesg,2,872,0,0.00,0
oliviagardenint,2,52269,472,0.90,15
pacificabeauty,3,171267,2330,1.36,129
blossomyogawear,2,8300,115,1.39,3
j_won_s43,2,90,30,33.33,2
howimetmyoutfit,2,144989,2754,1.90,70
chinaealexander,2,136512,2929,2.15,76
krogerco,2,49618,322,0.65,12
cris.fragkou,2,4926,146,2.96,2
noemiofficial,2,235431,7948,3.38,109
micheladan,2,51123,1127,2.20,13
pandelela,2,202592,2842,1.40,8
fredjeonng,2,620,0,0.00,0
realshadmehr,2,2828567,171365,6.06,3985
idasomethinghem,2,25777,2927,11.36,26
donat.barrault,2,636,31,4.87,2
hailey8799,2,1224,0,0.00,0
artist.eltsov.max,2,12949,134,1.03,4
briantyreehenry,2,70410,4365,6.20,72
rtlboulevard,2,119746,5247,4.38,58
sillehenning,2,7730,194,2.51,3
angelo_milano_88,2,21951,413,1.88,6
smugone,2,167297,8282,4.95,79
pauseshots,2,91580,2634,2.88,13
bradmillerstudio,2,5999,242,4.03,5
msjasminemasters,2,140474,1366,0.97,63
playoverwatch,2,1458051,176442,12.10,4644
leonardodicapriofdn,2,237486,11472,4.83,162
stephlecor,3,132937,4408,3.32,91
maorluz,2,296999,3029,1.02,27
homens_prazervideo,2,88878,NaN,NaN,NaN
trudieandangus,2,12724,1149,9.03,11
deonprins,2,269,85,31.60,7
recklessbyron,2,17261,1286,7.45,12
darkskinbaddiesdaily,2,161641,995,0.62,42
fridawannerberger,2,35597,288,0.81,9
khdiri_miriam,2,3544,0,0.00,0
kleverin_andrey,2,332634,8865,2.67,300
djokernole,2,3810805,222077,5.83,997
open_house_barra,2,169,9,5.33,0
countonvic,3,8037,735,9.15,47
caraiva,2,25789,722,2.80,7
wearev4,2,17348,226,1.30,9
ninamcneely,2,5488,556,10.13,42
chaoschytist,2,107460,976,0.91,14
thesocietygal,2,62422,1311,2.10,19
daneburman,2,86619,3913,4.52,48
djkayslay,2,347879,927,0.27,53
v103atlanta,2,128650,57,0.04,1
pietronolita,2,25098,1092,4.35,38
filthymouthcreative,2,278987,9689,3.47,42
youngcollier,2,2727,0,0.00,0
doutorbarakat,2,814527,8323,1.02,538
tokyocamerastyle,2,104691,1874,1.79,9
surfer_magazine,2,1229131,15927,1.30,28
themightyi,3,595054,27270,4.58,257
michaeljarman,2,10168,383,3.77,9
ualreadyknowjmp,2,16596,434,2.62,7
celestedesjardins,2,144164,3738,2.59,28
jeepwranglers4life,2,104023,3428,3.30,25
levonmuradian,2,23792,366,1.54,4
hunchmusic,2,40656,1224,3.01,35
gilesdeacon_,2,45305,949,2.09,26
kaizersvioleta,2,14281,1042,7.30,66
racheldennisstylist,2,1802,90,4.99,5
730_jayy,2,3999,57,1.43,2
remezcla,2,62928,1306,2.08,29
smallbatchroast,2,21200,286,1.35,3
zoealexanderfisher,2,3021,184,6.09,5
elisabethtnt,2,35666,673,1.89,17
davidgardner,3,121728,5707,4.69,88
davincilam,2,10594,519,4.90,35
llanepiso21,3,876802,56683,6.46,510
country_handmade,2,53000,317,0.60,1
alexandalexacom,2,61177,145,0.24,6
plnylala,2,218101,4173,1.91,20
famgoon_idi,2,1149,63,5.48,8
qosmeticvip,2,37208,468,1.26,54
kimjohansson,2,405575,11750,2.90,67
killerpizza,2,155838,6135,3.94,47
amandaa_gg,2,251,23,9.16,0
ripvanmodern,2,3311,145,4.38,3
johann.b8,2,1785,166,9.30,2
riclou80,2,38224,1598,4.18,18
tim_easton,2,1823,177,9.71,8
luapio,2,2137817,17001,0.80,329
sunisajett,2,844799,5624,0.67,13
callme_nyla,2,9151,0,0.00,0
petitadeline,2,10118,725,7.17,19
sa4_187ers,2,235703,21830,9.26,99
nataliapodolskaya,2,1063732,17624,1.66,84
bobbylytes,3,98534,8537,8.66,307
paulfuentes_design,2,207594,5039,2.43,50
bambiborg,3,163004,3536,2.17,43
michaelboodro,2,38125,397,1.04,10
crazy4me,2,8227,297,3.61,11
jemerced,2,868011,39869,4.59,294
justindkim,2,183617,2697,1.47,31
classysavant,2,375933,2510,0.67,12
pawsomedoctor,2,43350,4368,10.08,41
ifyouleavestagram,2,127544,5055,3.96,13
popsugarfitness,2,345825,2221,0.64,45
fpaustralia,2,495,NaN,NaN,NaN
savwhite,2,7863,405,5.15,7
zoras_daughter,2,29049,978,3.37,7
sungryoung_kim,3,133805,3623,2.71,40
thrillist,2,395219,3993,1.01,49
samlimon_,2,9187,NaN,NaN,NaN
iamleroysanchez,2,917119,43241,4.71,324
shereenmitwalli,2,111719,2506,2.24,75
kasin520,2,68730,3023,4.40,24
heyjenbartel,2,75224,8611,11.45,49
its.darcii,2,340751,24447,7.17,774
ferdinandopatrizi,2,198,26,13.13,0
natashaprincess,2,23039,1130,4.90,35
melindafrenchgates,2,279189,4546,1.63,83
_hey.chaa,2,176,56,31.82,0
basichijabi,2,43780,4761,10.87,50
fireandcreme,2,11035,212,1.92,11
doggosdoingthings,3,563225,36325,6.45,776
tuomas_laitinen,3,8704,265,3.04,2
b.korchevnikov,2,280336,22039,7.86,350
_mensterritory,2,8535,316,3.70,7
fr8train21,2,10416,717,6.88,11
therussobrothers,2,537531,32078,5.97,338
fiilmy,2,911,104,11.42,4
samiradchieche,2,388,66,17.01,2
insiderdessert,2,1047941,NaN,NaN,NaN
stephenwebsterjewellery,2,82658,266,0.32,3
caspersejersenstudio,2,13805,396,2.87,6
emilyalind,3,62536,1546,2.47,17
lisacongdon,2,175785,6479,3.69,77
shayxclusivenyc,2,18338,267,1.46,6
katiadigiaimo,2,530,10,1.89,1
619iamlucha,2,1760667,52206,2.97,343
levanteofficial,2,576074,30476,5.29,284
sassychris1style,2,512049,1990,0.39,23
cornelllacrosse,2,16379,918,5.60,4
gettyimagescreative,3,25500,533,2.09,4
tut_vkusnosti,3,1797818,21068,1.17,1028
bobfromthecorner,2,6729,949,14.10,46
mikimeek,2,85834,323,0.38,7
loputyn,2,76237,9722,12.75,50
iam1cent,2,229448,6161,2.69,101
laineoconnor,2,6761,483,7.14,23
methomemag,2,49604,367,0.74,4
inspiredtotaste,2,25470,1282,5.03,102
2dopequeens,2,137655,3632,2.64,83
fatimatrottaofficial,2,34871,978,2.80,16
nataliekouts,2,10524,94,0.89,5
sophiaaerts,2,1257,116,9.23,4
kawa_kawafc,2,9,0,0.00,0
fashionunfiltered,2,40146,30,0.07,0
dreamstatto,2,181226,2719,1.50,17
ahoprock,2,788,87,11.04,3
grass_fields,2,388349,1043,0.27,6
bakylina_sport_pp,2,318078,13644,4.29,74
hono991001,3,67,0,0.00,0
vomos,2,111145,10955,9.86,10
tapestrymagazine,2,17269,419,2.43,2
noah_w9,2,2308,492,21.32,6
djfellifel,2,62939,452,0.72,9
ykaaar,2,365435,57016,15.60,684
tatianazamir,2,3712,126,3.39,5
misslionhunter,2,46522,409,0.88,18
aurabeauty_hair,2,10594,151,1.43,1
bobmackie,3,26292,879,3.34,23
nicoleariparker,2,780503,24351,3.12,654
carssun,3,27207,2068,7.60,24
shootme2propa,2,9390,160,1.70,6
gohkeechan,2,3960,198,5.00,6
priscillamezzadri,2,56236,5001,8.89,130
mb_costume,2,1923,251,13.05,15
dereklfisher,2,162783,2481,1.52,20
losvegangeles,2,59516,911,1.53,14
trustgodbro,2,1335759,47697,3.57,979
iamjypsywhite,2,206088,1059,0.51,19
lucy_campbell_art,2,4428,336,7.59,14
entrepreneurshipfacts,2,41818,1329,3.18,38
ish0_,2,204148,1408,0.69,33
moonmountainman,2,462905,19941,4.31,194
reinventyourself,2,80720,1408,1.74,59
wombatofficial,2,2235,86,3.85,1
diorhomme,2,271923,0,0.00,0
rejuvenation,2,114840,1713,1.49,21
veggininthecity,3,142866,7839,5.49,138
classics_culture,2,190271,8291,4.36,32
anikoyoga,2,84976,3438,4.05,118
cactusplantfleamarket,3,46013,2309,5.02,17
simplybianca_,2,12503,881,7.05,9
bakedbeansband,2,1334,222,16.64,3
thewaywemet,2,390347,11222,2.87,149
alena_safesleep,3,500506,16416,3.28,408
justfreshkicks,2,187007,7570,4.05,50
okroshka_wow,2,403273,0,0.00,0
jordanpeele,2,709238,45177,6.37,424
omarkhrbin,2,557414,64642,11.60,3398
misstphelps,2,28379,1122,3.95,29
iammarkronson,3,326521,13718,4.20,267
everette_cuh,2,1982,90,4.54,3
latingrammys,2,680085,1191,0.18,5
theolivetreesandthemoon,2,31080,1931,6.21,44
ussoccer_wnt,2,1116991,40100,3.59,75
matthiasheiderich,3,56574,1456,2.57,11
chieffkeeffsossa,3,4393531,160999,3.66,2762
mspackyetti,2,19661,543,2.76,15
ramonerochester,4,77037,14773,19.18,242
loriloughlin,2,1546600,25584,1.65,152
thetravelinbum,2,62808,4233,6.74,54
kennieboy,2,30483,545,1.79,33
thelalas,2,48873,261,0.53,1
zah,2,18823,1578,8.38,8
rihanna.today,2,1321158,19174,1.45,187
david_giroire,2,12470,265,2.13,3
pumpkinthepurrmachine,2,274435,9996,3.64,42
thejeffbosley,2,13675,131,0.96,8
girlpowersupply,3,50767,3569,7.03,32
lukebarrow7,2,24831,2432,9.79,87
djurinskaya,2,1145741,11958,1.04,72
sideonedummy,3,15641,153,0.98,2
raised_real,3,7897,76,0.96,3
thearrivalsnyc,4,86753,516,0.59,2
zionylennox,2,1397621,4214,0.30,22
lilitaly_,2,28278,1915,6.77,67
dajanaic,2,304522,13028,4.28,154
sbanca2011,2,111784,4013,3.59,88
justingelband4u,3,19214,221,1.15,9
fglstore,2,24004,502,2.09,8
fenglee313,2,5567,515,9.25,9
chieftonsupply,2,4207,98,2.33,3
jmstormquotes,3,378376,12793,3.38,151
curtislepore,2,3966969,116642,2.94,1044
andhiiikapratama,3,5772568,36074,0.62,110
seinnefleming,2,113107,8382,7.41,159
tteriyaki,3,2850,520,18.25,10
sanjoaquinrunning,2,1416,147,10.38,5
maisonvalentino,6,9861604,13425,0.14,74
yeyoungkim9,2,14250,283,1.99,4
katewalsh,2,1458884,21173,1.45,116
kara_walker_official,3,52562,2965,5.64,39
robertocarlosoficial,2,785344,12730,1.62,320
stevieannacupuncture,2,941,170,18.07,9
bestofbrittany,2,23820,340,1.43,7
nunolopes,2,24668,0,0.00,0
hellokitty,2,978914,27170,2.78,432
raul,2,409556,15702,3.83,93
humanlovers,2,397296,21717,5.47,129
yuuukiiinaaa,3,4391819,102781,2.34,154
hellosaratrampinteriors,2,7785,255,3.28,7
unforgettable_runway,2,16119,271,1.68,6
tianarzu,2,1581,0,0.00,0
pashaharu,2,69517,5193,7.47,24
dezyfilms,2,204760,15150,7.40,424
bj_tha_bodyguard,2,7071,1089,15.40,12
ryuzi33world929,2,1082617,24444,2.26,130
rsimacourbe,2,214538,9691,4.52,106
itsshaqthepug,2,121503,4697,3.87,70
ellefanning,6,2017403,156992,7.78,419
youthofparis,3,71870,1812,2.52,14
anthonyramosofficial,2,343971,36914,10.73,274
katrinajo,2,22992,647,2.81,7
glamsquadsydneymua,2,4862,403,8.29,21
kennethseb,2,442148,61595,13.93,173
kiehlsfrance,2,32346,335,1.04,12
richchocolit,2,3760,470,12.50,8
sojournerfalse,2,2059,91,4.42,3
sugar_ash,2,3398,526,15.48,18
jeanimbert,4,308070,7434,2.41,66
mikecaren,2,32295,476,1.47,25
feedyourgirlfriend,2,125762,4812,3.83,84
0riginal.ny,2,42379,2266,5.35,45
__hierarchy,2,3691,0,0.00,0
buzzfeedtasty,6,16804272,0,0.00,0
joshkelly07,2,114258,8651,7.57,87
sueacidalthoughts,4,10757,1579,14.68,9
felixlosangeles,2,20486,682,3.33,9
mia_brodrick,2,6377,702,11.01,19
thevenusmarquez,2,59283,9138,15.41,74
cosmicspectrum,2,351897,18800,5.34,50
melissa_collett,2,3920,192,4.90,3
burclargramgunluk,2,141811,2486,1.75,18
djtoddterry,2,54554,423,0.78,8
emersonnavarrete,2,777,0,0.00,0
dallasfoodnerd,2,34117,139,0.41,5
monnierfreres,2,39418,357,0.91,6
twintings,2,11491,418,3.64,31
popofdeuce1,2,462,NaN,NaN,NaN
theoriginals,3,1944757,119148,6.13,625
ralphwenig,2,3180,146,4.59,4
chimaximilian,2,3599,218,6.06,10
woodlandtrust,2,51059,1934,3.79,17
vigeriw,2,1265,90,7.11,0
bitcoinmemes,2,9230,183,1.98,12
nika_nabokova,2,163821,5484,3.35,176
davidalangrier,3,47813,1009,2.11,75
progressiverss,2,9156,1136,12.41,52
cleopatraa_duess,2,171162,5617,3.28,61
laura_makeup,4,915675,19007,2.08,105
rodriguezredondo,2,2228,212,9.52,14
djtfitzz,2,13054,87,0.67,2
_31savage,2,19416,1648,8.49,24
congruentspace,2,9157,376,4.11,5
kingrag_nar,2,384,97,25.26,3
lisaandlena,4,12502346,544672,4.36,2648
c.magazine,2,51149,234,0.46,3
theoriginalvegansociety,2,36210,303,0.84,2
__doublet__,3,28620,858,3.00,5
weedworldmag,2,26537,267,1.01,1
thedancehub_,2,202,48,23.76,3
whole30recipes,2,1056971,4031,0.38,159
bichon_tori,2,285795,10851,3.80,98
dualipa.updates,2,23541,742,3.15,3
varboyletipler,3,617215,4020,0.65,61
viviennetam,2,13475,77,0.57,2
corgistesha,2,32617,482,1.48,3
jeremymarmiesse,2,1298,73,5.62,2
stephenshadley,2,5696,311,5.46,10
gadosti_tut,2,266820,0,0.00,0
nutritiousmovement,3,39428,853,2.16,47
carladiaz_,2,1641997,18775,1.14,114
design_interior_homes,3,1583358,14200,0.90,95
disclosure,3,762135,4365,0.57,42
gnani_____,2,516328,200322,38.80,4918
walesbonner,2,62081,1527,2.46,15
winememoir,2,21734,755,3.47,38
ginagershon,2,33907,1217,3.59,36
remodelista,2,204845,1692,0.83,17
supremepatty,4,3065491,350605,11.44,6848
pusharod,2,27806,1114,4.01,21
thekatelync,2,13568,360,2.65,23
twoson.co,2,20212,207,1.02,1
j.vonoldershausen,2,6533,218,3.34,4
muffy_watson,2,1991,214,10.75,7
aude_julie,2,29899,1840,6.15,5
larakopenkina,2,99417,1958,1.97,71
westwoodrecordings,2,2679,50,1.87,1
partidacreus,2,2787,232,8.32,5
dragoncut,2,7367,70,0.95,1
alzhanov08,2,1498,363,24.23,0
emilianoponzi,2,33852,1198,3.54,15
ark.equestrian,2,332,76,22.89,1
xu_london,3,15513,320,2.06,5
annybakhireva,2,644009,28495,4.42,207
breafrank,2,567331,6385,1.13,82
bellathebirman,2,1972,121,6.14,2
theinnatelife,2,16259,NaN,NaN,NaN
moniigaar,2,29946,1355,4.52,12
junktramp,3,92082,NaN,NaN,NaN
lepetitorganic,2,47455,323,0.68,29
windham_lawndart_miller,2,5412,349,6.45,7
kierrasheard,2,716581,9899,1.38,155
tusupova.a_,2,1020,260,25.49,7
samholland1999,2,166341,50908,30.60,891
nfresh6,2,1936,147,7.59,1
surfzach,2,20498,637,3.11,9
wim_van_den_heever,2,18291,1463,8.00,17
studiodinamo,2,26484,607,2.29,2
teddyfreshofficial,2,152721,16192,10.60,136
itspetergabriel,2,70201,2715,3.87,44
sophiemonk,5,480899,23224,4.83,942
kevin_knockaert,2,945,0,0.00,0
maisondesabre,4,160945,1588,0.99,56
shopsaraclark,2,4165,117,2.81,3
gabrielabandy,2,407289,26352,6.47,177
matthewacherry,2,21232,0,0.00,0
antlugo,2,65875,6292,9.55,56
evamendes,3,1196976,28606,2.39,192
darphin,2,69460,808,1.16,10
julssolomon,2,56453,1620,2.87,65
p1vahidkhazayi_org,2,42028,0,0.00,0
melrichippy,2,575,71,12.35,4
yolamezcal,2,11416,366,3.21,5
unitedmasters,2,10385,374,3.60,17
dafskee,2,581,64,11.02,2
golubovani,2,874,345,39.47,4
euandersonpersonal,2,16966,1243,7.33,13
nataliabonifacci,2,30879,1194,3.87,17
raredank,2,67852,335,0.49,7
juwaireya,2,64197,1295,2.02,62
sloaneangell,2,9914,781,7.88,18
theuglygram,2,512849,0,0.00,0
kidsuper,4,28375,1231,4.34,27
stemsbrooklyn,2,6809,163,2.39,2
_gashtasbtahire,2,145,47,32.41,19
moe_sharifi,2,34975,192,0.55,0
matildegioli,2,115662,4429,3.83,36
zoella,9,11098764,408350,3.68,1336
venturaspirits,2,3822,124,3.24,3
mickaelvis,2,1138,88,7.73,1
chrisrussell_mbk,2,52952,2016,3.81,16
naturi4real,4,1611168,34556,2.14,494
itslouy,2,8036,935,11.64,12
bardellmohammad,2,106,37,34.91,5
sophieelkus,2,150715,2463,1.63,60
roxeannehazes,2,128906,2060,1.60,13
cnes_france,2,48712,1352,2.78,6
cherrybeansqa,2,137,23,16.79,0
forestmachinemagazine,2,88945,3312,3.72,10
brindaaspencer,2,121061,11291,9.33,166
