name,count,followers,likes,engagement,comments
kriswu,2,5913645,485727,8.21,12549
paperfury,2,38803,1754,4.52,39
bjornfrantzen,2,149407,3888,2.60,24
nailsbyjuan.nyc,2,3696,495,13.39,16
carichampion,2,235491,11861,5.04,219
yanceyrichardsongallery,2,4648,119,2.56,1
kevinpaularpino,2,1027,0,0.00,0
ludmilla,2,8663793,169337,1.95,1154
kuznetsov_music,2,479651,43360,9.04,2812
plastikstudios,2,28187,531,1.88,3
healthy_belly,3,64351,5891,9.15,172
galagordon,2,11480,509,4.43,21
lindseythornburg,2,18789,481,2.56,14
magnificent.mama,2,2993,33,1.10,0
ameliazadro,2,86766,3523,4.06,36
littlepinerestaurant,2,38790,1024,2.64,23
cesar4styles,2,215739,1147,0.53,23
oye_diran,2,17078,1871,10.96,48
theyoungkayy,2,49850,4646,9.32,56
craig__anderson,2,141378,8787,6.22,37
the_life_odyssey,2,733,161,21.96,3
luoldeng9,4,305496,4393,1.44,60
mrbearded,2,71731,963,1.34,7
kendallkyndall,3,1273797,41209,3.24,1319
penricklund,2,7570,473,6.25,13
missjuliakelly,3,2098255,81651,3.89,1265
withikonic,3,1241592,204789,16.49,3185
yamashitaphoto,2,1398845,25099,1.79,141
true_beautyyyyyy,2,2345,229,9.77,18
shockingtravel,3,18211,652,3.58,22
asahdkhaled,3,1867932,99358,5.32,720
sheshedatsme,2,190508,1139,0.60,15
coutureevents,2,25366,257,1.01,5
kinobooom,2,622487,17877,2.87,71
krisvang,2,24160,4364,18.06,159
londonhadalittlelamb,2,164739,6079,3.69,91
edenfines,2,80570,6020,7.47,58
tianajoelle,3,59990,795,1.33,11
mealpreponfleek,3,236648,2203,0.93,77
makeupgeekcosmetics,3,2672626,6931,0.26,45
itsmisspalacios,2,3213,109,3.39,9
symondspearmain,3,2115,37,1.75,0
gerephoto,2,922,78,8.46,0
chaoscanine,2,66500,NaN,NaN,NaN
bakharnabieva,2,1662313,91943,5.53,1391
yvonneorji,3,431598,27509,6.37,341
bbh___byz,3,398,102,25.63,0
gillly,3,2828,327,11.56,11
nailsbymiamiashley,2,88927,844,0.95,11
justinoliviertattoo,3,72879,1164,1.60,8
end_clothing,5,1268343,6967,0.55,80
kseniiaburda,2,702685,39428,5.61,255
lee_lhgfx,2,693925,12881,1.86,169
anchorpoint_tv,2,34165,710,2.08,7
sakkusaku1217,4,206,NaN,NaN,NaN
bjcalvillo,2,957023,74206,7.75,481
the.ecoiste,2,631,59,9.35,2
itallgrows,2,89475,1343,1.50,31
diablobruh,2,27437,3928,14.32,355
shortstoriesandskirts,2,307440,4496,1.46,110
jackmckain,2,11169,953,8.53,18
marcell_rocha,2,4685,175,3.74,4
dawneyescosmetics,2,1261,145,11.50,71
katefeeners,2,2286,0,0.00,0
urbanbushbabes,2,142949,1599,1.12,23
kamemiyu2525,2,293,79,26.96,0
katandroger,2,28184,544,1.93,13
ariel.foxx,2,341692,5486,1.61,101
paulaaaarvi,3,945,0,0.00,0
david_njoku,2,79337,7432,9.37,56
vermonttourism,2,19049,373,1.96,2
brianfriedman,2,480694,7107,1.48,49
yamamotorisako,2,3726,81,2.17,0
nattcity,2,108561,1774,1.63,27
laflamablanca95,3,317708,20452,6.44,162
your_fat_lose_it,2,1158,64,5.53,24
traveldore,2,448,59,13.17,2
sandycandykim,2,53267,774,1.45,9
risa.yu,2,172600,6813,3.95,54
jb3iii,2,7752,1464,18.89,31
mehdihadjkhalifa,2,22007,465,2.11,2
be4andafter_kwt,2,608116,2448,0.40,232
bendygio,2,9875,516,5.23,9
nishkollection,2,105472,326,0.31,6
dailydancerdiet,2,15708,683,4.35,43
aliciatenise,2,19549,916,4.69,15
birchbox,2,597970,1830,0.31,16
justin_stsmall,2,163745,6107,3.73,81
popstantot,4,514531,41409,8.05,420
katya_mtsitouridze,2,770804,20704,2.69,19
frankiewalkersr,2,33275,339,1.02,15
mini_inspiration_,2,227190,4448,1.96,22
africanmelaninnn,2,52083,2613,5.02,36
katya_juja_movie,2,227084,NaN,NaN,NaN
thescore,2,768476,30178,3.93,489
reneeschnapp,2,757,0,0.00,0
gomezupdatesmarie2,2,29297,395,1.35,2
silvertattooer,2,12203,386,3.16,4
allthatremainslove,2,64919,1131,1.74,17
davidkirsch,2,49542,447,0.90,9
westandwild,2,63701,778,1.22,5
andrea_crews,5,24181,502,2.08,2
amiclubwear,2,752089,3550,0.47,4
mastersofluxury_,2,346723,4236,1.22,28
inhershoesblog,2,41818,409,0.98,17
mwilkas,2,122671,12592,10.26,86
saronasnukawwe,2,549258,19506,3.55,294
medina_h,2,68872,1670,2.42,39
danielberehulak,4,117800,1423,1.21,22
marlijnhoek,2,26209,845,3.22,15
kahlariswimwear,2,24171,275,1.14,4
understanding_design,2,2701,168,6.22,3
boostfy,2,39991,953,2.38,8
julienrbaker,2,68119,6899,10.13,97
lux.interiors,2,821112,6892,0.84,35
lexiblindandbeautiful,2,4553,752,16.52,8
hheininge,2,8309,417,5.02,8
parsthebengal,2,1150,432,37.57,15
ylvafalk,2,6828,167,2.45,4
steeleism,2,22961,859,3.74,13
dicap10,2,700,0,0.00,0
j_caldwell1831,2,22938,758,3.30,7
_annapaquin,2,200793,3384,1.69,120
mmmgorgeous,3,486605,7155,1.47,58
kemcetinay,3,2016227,93532,4.64,209
sarahwill_i_ams,2,3181,237,7.45,16
devinography,2,104367,1385,1.33,8
monicakimgarza,2,43214,3669,8.49,45
lyft,2,116164,677,0.58,44
mr.bbrown,2,129464,10532,8.14,49
koyotefee,2,924,202,21.86,5
redbuddhatattoo,2,3815,83,2.18,1
carmenejogo,2,37238,910,2.44,14
bradmontague,2,11426,837,7.33,37
kurmanix,2,29408,639,2.17,7
ruthimarie,2,737,97,13.16,2
nataliaferviu,2,507170,30086,5.93,695
michaelmuller7,3,68066,473,0.69,6
brittneyvynck,2,1383,0,0.00,0
emanhudson,3,1856638,11204,0.60,119
fabriclondonofficial,2,123344,613,0.50,2
sagawards,2,254034,3412,1.34,19
brianfellhoelter,2,6273,294,4.69,14
mixedbyariel,2,7033,0,0.00,0
itskeeerstin,2,1087,157,14.44,10
jejegardener,2,738,82,11.11,2
tresnomad,2,2712,150,5.53,2
gains4girls,2,100461,1029,1.02,14
alysia_magen,2,257520,6388,2.48,61
joshmccrary_,2,5375,367,6.83,21
rapunsell333,2,1424,0,0.00,0
frei_style,2,80154,3766,4.70,107
karlyloyce,2,12949,488,3.77,15
sourcedadventures,2,17173,1824,10.62,22
shophush_,2,410291,7112,1.73,123
katerina.lappo,2,7417,435,5.86,25
jhallyday,2,332718,21503,6.46,323
wsj,3,1108140,3185,0.29,25
wsl,3,2768695,47722,1.72,87
normanncph,2,316739,1779,0.56,10
tony2realwilliams,2,17341,735,4.24,28
amytangerine,3,134459,3182,2.37,525
mouth.breathr,2,30616,0,0.00,0
afkarshow,2,1535331,5497,0.36,101
wmartyr,3,9890,941,9.51,18
candytman,2,20861,677,3.25,22
chase_ing_snow,2,4669,547,11.72,14
homeworkoutvideos_,2,56849,NaN,NaN,NaN
video_deti,3,1927272,0,0.00,0
next_gen_hair,2,872,66,7.57,3
real923la,2,168445,1999,1.19,29
maura_walters,2,3574,88,2.46,3
tiffencompany,2,74844,633,0.85,6
gavinoneillphoto,2,149819,3454,2.31,33
_chuwong,2,9967,359,3.60,3
hassanhajjaj_larache,2,39914,1627,4.08,12
dettok,2,16830,402,2.39,1
egt239,2,24162,365,1.51,8
cylcollective,2,67071,407,0.61,9
pascaldangin,2,61271,2615,4.27,7
matteoacitelli,2,125317,3971,3.17,98
jitusavlani,2,9187,204,2.22,4
aaliyamarieofficial,2,13283,335,2.52,3
kimune5531,4,57361,1687,2.94,68
by.babba,2,4631,171,3.69,3
nicholas.hamilton,3,456946,90559,19.82,1662
swankfuck_inc,2,205952,7368,3.58,62
suspiciousantwerp,2,33125,2172,6.56,25
tyreeg3,2,1008616,NaN,NaN,NaN
2020mag,2,21555,197,0.91,6
fitasgluck,2,19606,806,4.11,20
ezrajwilliam,3,78037,1365,1.75,22
chroniclesofstrength,2,38133,1048,2.75,22
rockinblades,2,7350,119,1.62,2
aminder_d,2,147219,30863,20.96,258
alizuk,2,262,0,0.00,0
babiichlo,2,28961,1678,5.79,19
dasha_sky,2,64305,4065,6.32,102
zhanna_badoeva,3,1157273,21045,1.82,151
forsakenwarrior,2,36755,2085,5.67,41
aledesiena,2,11081,569,5.13,2
yukos0520,2,335774,17953,5.35,79
hannahdtrick,2,31357,947,3.02,13
truereligion,2,350129,9332,2.67,58
nina.krupa,2,32112,3196,9.95,155
pachecooficiall,2,47056,3784,8.04,136
local_pirate,2,22751,2115,9.30,5
tjmaxx,2,1019448,4485,0.44,49
xoeedits,3,18136,NaN,NaN,NaN
yireh_,2,18791,387,2.06,16
nizucresort,2,26126,390,1.49,9
afz74,2,4219,0,0.00,0
elizabethzaks,2,534588,33985,6.36,384
sloppymakeout,2,25572,3324,13.00,64
ward_hair,2,47143,773,1.64,5
hattiebs,2,36203,499,1.38,21
lydia.ainsworth,2,1900,172,9.05,5
abdevilliers17,3,4850509,151066,3.11,463
billskarsgxrd,2,479,197,41.13,3
floretflower,2,484424,15229,3.14,191
greatsbrand,5,125679,705,0.56,9
lxdovica,2,14907,595,3.99,3
my.life.in.colour,2,55836,1459,2.61,18
bumbanafofinha,2,118288,10848,9.17,64
tiaandtamera_,2,65046,1660,2.55,23
w_k_n_d,2,81439,4122,5.06,55
bertieegilbert,2,157378,15279,9.71,50
paradiseearthmag,2,33169,612,1.85,3
zana.plosnic,2,477,45,9.43,2
marc1j,2,3138,489,15.58,9
vc61,2,2296,75,3.27,9
ekinberil,2,583027,19692,3.38,60
mas_bepo,2,2078,336,16.17,14
dalfa_art,3,32082,1705,5.31,9
alanabc,2,63596,2817,4.43,15
visvim_official,3,186946,1781,0.95,4
jonasteinig,2,216357,10394,4.80,65
gusta_de_gusta_blog,2,4023,481,11.96,9
vegancuts,2,176223,518,0.29,8
glayda,2,86637,2448,2.83,32
rossignolapparel,2,15562,707,4.54,5
marcopanconesi,2,3106,220,7.08,2
alvarobeamud,2,22732,639,2.81,13
asiiah,2,204932,11051,5.39,84
katsuyaterada,2,201819,4223,2.09,10
maggieontherocks,4,184703,2036,1.10,9
wellllaaa,2,48852,2683,5.49,27
avakinteenlisses,2,81,19,23.46,1
cbstv,2,143272,447,0.31,11
sorelleuk,2,366061,10067,2.75,75
mandukayoga,2,198940,1435,0.72,22
selectingtips,2,400829,NaN,NaN,NaN
realrvw,2,3006,151,5.02,0
tellurideski,2,71309,2682,3.76,15
aliciajiroux,2,362900,16370,4.51,72
historyinvids,2,42208,2300,5.45,96
lukasabbat,12,822878,96800,11.76,762
ildo_tattoo,3,106167,2843,2.68,11
claystreetca,2,1184,127,10.73,2
dlsquared,2,34709,686,1.98,43
sergiohudson,3,42264,271,0.64,9
kelly_bove,2,293356,21214,7.23,162
ziggy_highlander,2,103,33,32.04,1
flotus,3,1535017,90295,5.88,3297
olgakay,2,99345,547,0.55,13
dinesh_boy_official,2,209,0,0.00,0
american_salon,4,738332,2269,0.31,15
cezmikalorifer,2,5115847,98483,1.93,1077
lyubarskaya,2,946775,29026,3.07,454
amuedo.ftw,2,1859,134,7.21,7
dtinas_,2,122505,3529,2.88,10
tasha_mack_mua,2,18814,230,1.22,4
whattoexpect,2,85451,1990,2.33,135
elletrowbridge,2,65423,2810,4.30,16
pioneer_djing,2,107385,5560,5.18,17
tcheumeo,2,36414,2872,7.89,39
emersonmckinley,4,156,0,0.00,0
raylaconicoknives,2,21474,454,2.11,12
iamflyguydc,2,61061,2537,4.15,124
johnventuraofficial,2,1702,76,4.47,4
fashionnova,7,10852644,25651,0.24,73
michaeltaguet,2,133543,7363,5.51,126
authenticallyella,2,11668,301,2.58,21
csopie,3,6771,292,4.31,7
ghostmoment,2,47672,1908,4.00,25
maryannemoodie,2,110097,1373,1.25,16
marcobraga,3,6961,314,4.51,6
lex_fitness,4,398247,13742,3.45,141
gymgirlvids,2,425666,NaN,NaN,NaN
ceciliaalemani,2,21175,333,1.57,5
aniyudhoyono,2,5849719,106334,1.82,1656
mikkellerbeer,2,130291,935,0.72,6
fit_with_fallon,2,12133,296,2.44,13
flangi8,2,324,36,11.11,1
itsalexetiawan,2,134372,2725,2.03,10
notanamontana,2,1011,80,7.91,4
prepbijan,2,4118,216,5.25,11
picturethisvic,2,10266,304,2.96,17
pourhomme_,2,20598,828,4.02,12
tv_living,2,86474,875,1.01,7
adriennebailon,2,3610651,46607,1.29,235
valebise,2,1456744,92788,6.37,1451
trendnails_international,3,18223,150,0.82,3
balazsbercsenyi,2,305795,15642,5.12,115
javixca,4,206585,11948,5.78,180
________luna_,2,218746,3169,1.45,530
nooori.3010,2,244,0,0.00,0
kylejohnblake,2,939,27,2.88,2
allieushakova,2,9366,321,3.43,1
skal_lab,3,93999,4820,5.13,78
uaento,2,112,15,13.39,1
pabllovittar,5,6733603,244441,3.63,1759
panvelvet,2,23114,1430,6.19,79
oliverxsadie,2,3013,373,12.38,3
astrid_swan,2,35301,529,1.50,12
agusaksara,2,8494,0,0.00,0
ropesofholland,2,49024,1947,3.97,35
xavakinmodelsx,3,781,0,0.00,0
vanessamartin,2,1809,140,7.74,7
ashleyguarrasi,2,89430,1527,1.71,43
thesnoeman,2,14421,562,3.90,5
traceycunningham1,2,285064,4939,1.73,164
jaxjones,2,63272,2819,4.46,60
_aarondee,2,3715,373,10.04,7
crepecity,2,338030,1443,0.43,11
scott_kranz,5,347485,13648,3.93,134
caroline_joy,2,112943,4399,3.89,84
roeethridge,2,10554,731,6.93,14
simplyrecipes,2,66028,330,0.50,12
yumnaaa,3,38253,2208,5.77,33
dankartdirectormemes,2,8189,562,6.86,13
joshsperling,2,16022,930,5.80,23
will_wheaton_real_estate,2,920,0,0.00,0
audiomack,3,20982,155,0.74,3
jessie_loeffler_randall,2,4751,270,5.68,8
jacenorman,4,2740113,249394,9.10,2881
jgaltusa,2,560936,5175,0.92,5
fusalp,2,15808,430,2.72,4
kirkandre,2,8522,277,3.25,7
strollerinthecity,2,128960,1247,0.97,94
daisy_hoppen,2,6132,93,1.52,2
chrissdettmer,2,18361,714,3.89,4
angelicahale,2,274790,20404,7.43,223
nicolaskrupp,2,1130,66,5.84,1
blkangelz,2,15666,360,2.30,12
marcolord_23,2,16015,817,5.10,10
tayd_dance,2,782764,32543,4.16,158
deezykayofficial,2,276,0,0.00,0
_glen_luchford,3,168820,2524,1.50,31
melbourne_food_finds,2,25167,205,0.81,4
livincool,2,83215,1867,2.24,21
momomeow,2,20840,2837,13.61,9
occasionallyeggs,2,9687,588,6.07,42
belly,2,540647,21567,3.99,290
thereal_liljames504,2,222472,10579,4.76,122
jencesa,2,189,42,22.22,3
bigbang_official,2,529946,53404,10.08,846
est.jbadd65,2,609,0,0.00,0
ilona_hamer,2,45006,651,1.45,12
chasing_cranes,2,21034,1305,6.20,10
alessandrodelpiero,2,2741313,172733,6.30,902
heycnyn,2,45080,6687,14.83,209
atta.creaciones,2,61,NaN,NaN,NaN
kyliepictures,2,762794,22312,2.93,267
charneymagri,2,4841,201,4.15,11
bryankonz,2,16164,943,5.83,9
allmodernhair,2,1800554,NaN,NaN,NaN
stormthedj,2,70481,2000,2.84,42
chadoyleon,2,627608,11524,1.84,98
rbtpalumbo,2,5768,151,2.62,1
mahlaghajaberi,2,2416314,74990,3.10,820
jusske,2,10642,434,4.08,24
orieljamie,2,75002,4057,5.41,69
sylvainwillenz,2,3951,109,2.76,2
emmajademorrison,2,5104,300,5.88,13
globalfashionexchange,2,15667,75,0.48,1
zuleymaaserrato,2,1505,367,24.39,5
tomrich007,2,10530,238,2.26,3
ramramram2,2,237008,4509,1.90,32
jumenut,2,2903,176,6.06,6
kids.interiors.moscow,4,59745,634,1.06,1
laceybaker,2,94250,5378,5.71,32
iheartmaarten,2,13006,490,3.77,9
mimi.orere,2,9294,328,3.53,7
juliosalgado83,2,8295,129,1.56,3
robertasudbrack,2,167639,1367,0.82,20
virginemamapapa,2,22386,215,0.96,9
adrianasahar,2,76854,4651,6.05,62
maya_brenner,3,48860,323,0.66,13
coreybrooks,2,195939,9443,4.82,144
welcometoabracadabra,2,4973,203,4.08,4
diamondswithastory,2,1550,958,61.81,2
nurturing_soul,2,76487,971,1.27,13
sabinegetty,2,55813,1878,3.36,58
yedazweifelt,2,112,21,18.75,1
theladysitter,2,48865,1983,4.06,42
alisaahmann,3,19314,397,2.06,10
einerbankz,2,69128,1051,1.52,489
aliceandwonder,3,16040,313,1.95,9
conservatory_archives,2,73475,2470,3.36,28
prettyasshanan,2,195422,577,0.30,28
littlethunder,2,386107,16642,4.31,43
ohmyerotica,3,137756,4706,3.42,170
bengreenfieldfitness,2,57294,645,1.13,18
djclue,2,530486,1739,0.33,28
ducatimist,2,7556,676,8.95,24
lilydonaldson,2,1101846,26691,2.42,218
timbaland,2,1511314,12373,0.82,249
vajohnny2_vgod,2,166092,6169,3.71,70
ivan.dzolic,2,42678,1851,4.34,5
neeks,2,113562,4337,3.82,29
thefancyhorse,2,1533,176,11.48,3
lorenxgray,4,3545601,311321,8.78,2872
cukifuegoplus,3,26200,613,2.34,7
fairystringlight,2,41657,2135,5.13,17
temnikovashop,2,40015,2209,5.52,11
nicoleballardini,2,144365,6086,4.22,237
shaunandru,3,25371,563,2.22,10
thestylejungle,2,10092,229,2.27,7
marinacomes,3,212474,10613,4.99,726
joshuaoliverstyle,2,11883,191,1.61,4
maddeostlie,2,5766,269,4.67,9
maxhosa,2,56192,2910,5.18,80
esteelauderuk,2,120444,566,0.47,5
etre_cecile,2,58117,664,1.14,11
amsterdam.am,2,322545,1968,0.61,17
jenniferhenkens,2,996,120,12.05,4
tunji,2,22613,1510,6.68,64
chefjames,2,263436,1939,0.74,97
iammariaborges,2,651006,8023,1.23,110
barberlessons_,2,724524,4752,0.66,39
top_linda65,2,189222,14560,7.69,119
donyetaylor,2,8308,676,8.14,27
happy_sweetfruits,2,8513,581,6.82,2
best.city.shots,2,73056,2133,2.92,26
tonyspina_89,2,1027478,32371,3.15,542
amyvagabondd,3,125752,6064,4.82,28
chxpo,2,90707,8869,9.78,200
lorraine_sd,4,1972015,58145,2.95,844
mrcurry_bk,2,496,38,7.66,5
ellestrauss,3,15682,355,2.26,11
cicthecat,2,13485,1562,11.58,176
devintroy,2,27555,726,2.63,19
zaccariaarianna,3,675,72,10.67,2
claudiaalende,2,10228481,240235,2.35,1101
moneybaggyo,2,1275244,82652,6.48,2543
andycole09,2,552926,10850,1.96,40
drunkhistory,2,40832,2525,6.18,22
tenderbooks,2,10417,169,1.62,1
balzacparis,2,112990,231,0.20,3
oliviamalone,2,39940,1064,2.66,15
htc,2,998988,9796,0.98,87
kristinsundberg,2,558116,19950,3.57,115
imalyssalau,2,59570,1213,2.04,9
hasibeakin,2,1146,83,7.24,2
sandquetier,2,114230,4348,3.81,45
voyages_mes,2,1023,90,8.80,0
capeq.ok,2,289,0,0.00,0
beckeralvaro,3,702,0,0.00,0
canadavacations,2,62222,2609,4.19,14
thekash.brand,2,869,53,6.10,1
ihavethisthingwithfloors,2,844889,15558,1.84,91
tara3_ta93n,2,345,82,23.77,0
michidelane,2,15420,474,3.07,10
jackmaster,2,83742,3054,3.65,58
leonardo_pieraccioni,2,379943,24809,6.53,1171
shelby5fam,2,40180,1098,2.73,8
emazadilan,2,249233,31958,12.82,193
gakkinx,2,237878,11665,4.90,82
jordanvoth,2,107836,3966,3.68,51
caitlynsmith,2,19875,1160,5.84,43
yukikokubu,2,63020,1295,2.05,5
jackdawknives,2,2810,169,6.01,5
molliegloss,2,2705,199,7.36,5
oysteinbraten,2,95370,12413,13.02,130
gabrielconover,2,5094,405,7.95,29
mariam,2,746166,14754,1.98,123
soviet_logos,2,19550,562,2.87,2
blackbeardedmen,3,275041,5500,2.00,219
frejabeha.erichsen,3,32634,4725,14.48,98
carolineissa,2,171619,831,0.48,17
aliciarountree,2,44455,803,1.81,17
vfx.guru,2,274350,NaN,NaN,NaN
anya_panchenko,3,34978,2411,6.89,16
mickfrahm,2,10178,767,7.54,17
holidaymagazine,2,50302,967,1.92,9
asap_gothy,2,690,163,23.62,13
vadim_dyakonov,2,5835,239,4.10,1
foodbymay,2,276698,1633,0.59,11
kilianschoenberger,2,93709,9446,10.08,120
wearegoodgirl,3,137237,8063,5.88,88
asuabdc,2,193,22,11.40,0
davehakkens,2,12766,827,6.48,15
soraya.boularas,2,6808,632,9.28,12
alexandranation,2,95490,1469,1.54,17
actually_ashly,3,177239,3863,2.18,39
roseleslie_got,2,441137,11742,2.66,35
monbento,2,28274,376,1.33,3
iamsikwitit,2,14643,347,2.37,19
campbelladdy,2,32937,707,2.15,13
fillyboomaternity,2,68471,1013,1.48,32
white_table_,2,74156,984,1.33,4
amybannermanstylist,2,9541,66,0.69,3
front_calisthenics,2,245,49,20.00,5
jmaumau,2,21844,1726,7.90,43
msjwilly,4,284140,26680,9.39,236
lanajay_art,2,145803,11240,7.71,51
tyronmachhausen,2,17813,325,1.82,7
joshhart_3,5,158606,22645,14.28,267
saomeaklong,2,71516,NaN,NaN,NaN
kristabelkrayt,2,862304,24843,2.88,241
fitgalery,2,1287330,2423,0.19,71
thomashalbert,2,379663,22076,5.81,340
julianmiholics,2,23587,3219,13.65,12
karroll_knives,2,3873,243,6.27,9
theslowfactory,2,21847,211,0.97,3
maximeshanova,2,17309,872,5.04,13
thedentalpage,2,218491,NaN,NaN,NaN
wildlifeisanimals,2,22820,NaN,NaN,NaN
moee,2,42151,1168,2.77,24
eclipsnf,3,987098,21129,2.14,81
georgiamaysalamat,2,26908,625,2.32,6
mitchellorval,2,130768,6330,4.84,17
kerifay,3,127716,3598,2.82,214
hemmerle,2,34433,1259,3.66,28
hotcactus_la,2,21242,511,2.41,4
thevintagetwin,2,114653,1717,1.50,8
amazon,2,1257129,6672,0.53,777
jonahgwilliams,2,12222,1128,9.23,16
lot29dk,2,17588,112,0.64,1
ditteestrup,2,28950,226,0.78,6
juulialira,2,57280,3039,5.31,35
bluenoterecords,2,106118,1596,1.50,8
joka4really,2,26492,453,1.71,13
ladieswinedesign,2,14956,450,3.01,6
jessejamesfirearms,2,390041,11709,3.00,137
betsyjohnson_,2,43630,1963,4.50,12
ehgg,2,42691,2811,6.58,71
aliceschillaci,2,3376,147,4.35,2
taramilktea,2,955770,37951,3.97,472
good_saint,2,26997,259,0.96,14
coachzachdeck,2,13089,278,2.12,16
jennjohnstonceramics,2,2772,153,5.52,6
nika_mariana92,2,157840,14489,9.18,128
avieofficial,2,13004,1128,8.67,44
mariabethany,2,113763,11700,10.28,58
casadeperrin,2,324856,8262,2.54,94
butters_adventure,2,817,0,0.00,0
hardcoreainsley,3,1719643,27371,1.59,248
lead_shinya,2,17304,2352,13.59,69
wildgeography,2,1131495,14535,1.28,99
djtigerlily,2,666825,15497,2.32,48
thingspowerthemselves,2,67315,3666,5.45,8
noronhapousadas,2,136704,233,0.17,4
douglas_cordeaux,2,21262,596,2.80,3
iwcwatches,2,882927,9289,1.05,62
garrennewyork,2,68794,486,0.71,12
adoretaylorr,2,9919,803,8.10,8
bdorts,2,318884,8928,2.80,75
hiromiotsuka,2,6965,193,2.77,1
misscalicarter,2,569416,3139,0.55,93
twsnow,3,803721,10609,1.32,27
atleeeey,2,179092,11114,6.21,72
nick_rinaldi_,2,22234,2544,11.44,40
daniele.frigida,2,119,48,40.34,0
naturee,3,1913391,70166,3.67,577
naturel,2,96690,720,0.74,10
figmtnbrew,2,13063,207,1.58,7
canonnordic,2,34893,2418,6.93,15
musclegarage,2,105788,3938,3.72,21
opiabyronbay,2,15695,441,2.81,6
lukedubbelde,2,4674,126,2.70,5
lovesuja,2,149932,665,0.44,10
timobarber,2,29638,612,2.06,6
lilliston_projects,2,18951,287,1.51,7
jenniferneyt,2,12645,205,1.62,6
thesearethemoments_,2,1837,207,11.27,13
izaraaishahofficial,2,1519597,30888,2.03,18
idealofsweden,2,179127,5304,2.96,195
coachpjr,3,4409,146,3.31,10
alessandro_poggi,2,2975,231,7.76,4
nomacph,2,437475,10086,2.31,87
vapealomadrid,2,575,134,23.30,2
iay_iamyours,2,30933,838,2.71,7
bhldn,2,622709,4077,0.65,23
patriciameirelles,2,342250,9386,2.74,59
elizabethvdg,2,3568,321,9.00,17
abelicious_baycnow,2,134961,1505,1.12,11
lerman_custom_knives,5,16299,313,1.92,5
totalsportmty,2,3295,71,2.15,1
ikeafamilymag,2,251205,2635,1.05,9
beautyandthebeast,2,949114,80418,8.47,160
sales_humor,2,92153,2639,2.86,117
dennisgrauel,2,598,76,12.71,1
sofles,2,316738,18092,5.71,86
azvegfoodfest,2,3517,133,3.78,6
gibsoncustom,2,861007,28249,3.28,149
fpenta,2,57143,5265,9.21,155
haylievallery,2,2498,0,0.00,0
nandavector,2,14367,523,3.64,3
embromania,2,174687,1863,1.07,12
ardenquincychronicles,3,3376,1024,30.33,11
fashionbook,2,1082088,2312,0.21,3
kkachi99,5,327267,14751,4.51,312
frankfurtdubistsowunderbar,2,7440,610,8.20,4
elsie_green,2,23349,315,1.35,7
ripcurl_women,2,143048,5082,3.55,11
fno_algohr,2,624052,8602,1.38,592
javishsoldout,2,54311,303,0.56,10
solmaz_saberi,2,65479,3038,4.64,35
dshippjr,3,274559,10269,3.74,116
vervecoffee,2,134216,1269,0.95,10
mayadiab,2,5209163,49998,0.96,314
blakeshelton,2,2249537,52500,2.33,865
umawangofficial,3,19350,417,2.16,2
_excuse_my_beauty,2,85521,10526,12.31,236
shangpree,2,53959,1283,2.38,2
pixiwoos,3,771039,10972,1.42,81
rohnerart,2,3621,159,4.39,4
iamnonasimone,2,14120,1022,7.24,15
mathildefavier,3,51866,884,1.70,22
i_sorbaroni,2,153,74,48.37,1
neighborhoodhoney,2,14866,1411,9.49,11
ootdmagazine,2,2899182,13576,0.47,83
iammattsteez,2,8451,375,4.44,17
instasteak,3,103689,2816,2.72,51
thesill,2,201078,5123,2.55,32
afrojack,2,3760198,40937,1.09,219
muratboz,2,8031326,188267,2.34,1898
veganinformation,2,29895,910,3.04,14
izabelag4,2,724304,50309,6.95,228
alicelanehome,2,108549,605,0.56,12
hellomellowshop,2,821,59,7.19,2
dj_dagz,2,12560,748,5.96,5
martinlawrence,3,3007160,72718,2.42,931
photocopier_,2,9675,560,5.79,27
fashjonn,2,148384,3794,2.56,28
roberto_firmino,2,3134227,213826,6.82,1035
oldnavy,2,1384277,4441,0.32,24
kodytalento58,2,222,0,0.00,0
beatrice.gutu,3,141924,3496,2.46,50
yasiinbeyy,2,211,0,0.00,0
chantelhouston,4,304776,27015,8.86,67
ta_streetgothic,2,70753,2426,3.43,18
londonballerina,2,65642,3382,5.15,29
louievito,2,96999,2610,2.69,16
kcakduman,2,54214,3427,6.32,37
animamundiherbals,3,31527,808,2.56,26
thedelicious,2,184820,3506,1.90,82
jparkitrighthere,4,2257375,67784,3.00,554
designwanted,2,362580,4354,1.20,29
shop.tianova,4,140115,722,0.52,14
kerriaxelrod,2,19647,370,1.88,105
voguemagazine,18,17677267,42189,0.24,162
lukse,2,38362,244,0.64,0
matthewconnors_,2,1970,219,11.12,3
kcrwevan,2,10982,222,2.02,7
515sunnyday,2,4571851,162851,3.56,1139
alexandrafurstenhagen,2,123,16,13.01,1
