name,rank,position,team,salary_2017
Parker Ehinger,1381,OG,KAN,540000
Demarcus Robinson,1393,WR,KAN,540000
Terrance Smith,1397,LB,KAN,540000
Ben Koyack,1256,TE,JAX,540000
Jarrod Wilson,1259,S,JAX,540000
Michael Bennett,1305,DT,JAX,540000
Luke Rhodes,1239,LB,IND,540000
Christopher Milton,1263,CB,IND,540000
Chester Rogers,1272,WR,IND,540000
Matthias Farley,1274,DB,IND,540000
Hassan Ridgeway,1296,DT,IND,540000
Josh Ferguson,1359,RB,IND,540000
Jeremy Vujnovich,1386,T,IND,540000
Antonio Morrison,1396,ILB,IND,540000
Joe Haeg,1412,OT,IND,540000
Joel Heath,1319,DT,HOU,540000
D.J. Reader,1328,DT,HOU,540000
Ufomba Kamalu,1335,DE,HOU,540000
Stephen Anderson,1354,TE,HOU,540000
Corey Moore,1369,S,HOU,540000
Brennan Scarlett,1387,LB,HOU,540000
Tyler Ervin,1395,RB,HOU,540000
Kyle Murphy,1349,OT,GNB,540000
Kentrell Brice,1362,S,GNB,540000
Dean Lowry,1374,DE,GNB,540000
Josh Hawkins,1378,CB,GNB,540000
Blake Martinez,1391,ILB,GNB,540000
Trevor Davis,1401,WR,GNB,540000
Marwin Evans,1403,S,GNB,540000
Miles Killebrew,1253,SS,DET,540000
Joe Dahl,1297,OG,DET,540000
Dwayne Washington,1304,RB,DET,540000
Brian Mihalik,1308,DE,DET,540000
Anthony Zettel,1372,DE,DET,540000
Jake Rudock,1421,QB,DET,540000
Riley Dixon,1243,P,DEN,540000
Justin Simmons,1265,FS,DEN,540000
Connor McGovern,1279,OG,DEN,540000
Will Parks,1288,S,DEN,540000
Zaire Anderson,1323,LB,DEN,540000
Jordan Taylor,1348,WR,DEN,540000
Casey Kreiter,1377,LS,DEN,540000
Andy Janovich,1382,FB,DEN,540000
Devontae Booker,1394,RB,DEN,540000
Anthony Brown,1282,CB,DAL,540000
Charles Tapper,1287,DE,DAL,540000
Kavon Frazier,1307,FS,DAL,540000
Brian Price,1347,DT,DAL,540000
Dak Prescott,1416,QB,DAL,540000
Dan Vitale,1269,FB,CLE,540000
Joe Schobert,1280,OLB,CLE,540000
Spencer Drango,1281,OG,CLE,540000
Ricardo Louis,1289,WR,CLE,540000
Austin Reiter,1292,C,CLE,540000
Randall Telfer,1316,TE,CLE,540000
Tyrone Holmes,1327,OLB,CLE,540000
Mike Jordan,1342,DB,CLE,540000
Dominique Alexander,1351,LB,CLE,540000
Briean Boddy-Calhoun,1366,DB,CLE,540000
Derrick Kindred,1405,SS,CLE,540000
Seth Devalve,1407,TE,CLE,540000
Kevin Hogan,1414,QB,CLE,540000
Cody Core,1255,WR,CIN,540000
Clayton Fejedelem,1276,FS,CIN,540000
Alex Erickson,1312,WR,CIN,540000
Christian Westerman,1336,OG,CIN,540000
Nick Vigil,1420,ILB,CIN,540000
Jordan Howard,1275,RB,CHI,540000
Cre'von LeBlanc,1310,DB,CHI,540000
Nick Kwiatkoski,1353,ILB,CHI,540000
Deon Bush,1415,FS,CHI,540000
Michael Palardy,1273,P,CAR,540000
Chris Manhertz,1283,TE,CAR,540000
Jeremy Cash,1291,LB,CAR,540000
Tyler Larsen,1322,C,CAR,540000
Kevon Seymour,1388,CB,CAR,540000
Jared Norris,1398,LB,CAR,540000
Damiere Byrd,1404,WR,CAR,540000
Adolphus Washington,1257,DT,BUF,540000
Willie Henry,1306,DT,BAL,540000
Patrick Onwuasor,1326,LB,BAL,540000
Michael Pierce,1333,DT,BAL,540000
Matt Judon,1355,DE,BAL,540000
Chris Moore,1400,WR,BAL,540000
Vince Mayle,1417,WR,BAL,540000
Austin Hooper,1268,TE,ATL,540000
Wes Schweitzer,1294,OT,ATL,540000
De'Vondre Campbell,1315,OLB,ATL,540000
Sharrod Neasman,1352,S,ATL,540000
Brian Poole,1358,S,ATL,540000
Olsen Pierre,1298,DT,ARI,540000
Evan Boehm,1300,C,ARI,540000
John Wetzel,1346,T,ARI,540000
Mack Brown,1240,RB,2TM,540000
Kaelin Clay,1247,WR,2TM,540000
C.J. Goodwin,1302,WR,2TM,540000
Sheldon Day,1314,DT,2TM,540000
Lafayette Pitts,1343,CB,2TM,540000
Rashard Robinson,1368,CB,2TM,540000
Ross Travis,1392,TE,2TM,540000
Dexter McCoil,1419,S,2TM,540000
Ed Stinson,1422,DE,NYJ,527647
Andre Williams,1423,RB,LAC,527644
Freddie Bishop,1424,DE,NYJ,508240
Geronimo Allison,1426,WR,GNB,508235
Emmett Cleary,1429,T,DET,508235
Kyle Peko,1428,DT,DEN,508235
Alex Collins,1425,RB,BAL,508235
D.J. Foster,1427,RB,ARI,508235
Rashard Higgins,1430,WR,CLE,508224
Mark Nzeocha,1432,OLB,SFO,506471
Ulrick John,1431,OT,GNB,506471
Deontae Skinner,1433,LB,NYG,506464
Bryce Harris,1434,T,NOR,501471
Michael Mauti,1437,OLB,NOR,501471
Andrew Gachkar,1436,OLB,CAR,501471
Deonte Thompson,1435,WR,2TM,501471
Griff Whalen,1438,WR,BAL,501468
Demetrius McCray,1440,CB,OAK,487059
Tavarres King,1439,WR,NYG,487059
Seantrel Henderson,1441,OT,BUF,487058
Arthur Jones,1444,DT,WAS,476471
Garrison Smith,1443,DT,SEA,476471
DeAndre Houston-Carson,1442,FS,CHI,476471
Brian Hoyer,1445,QB,2TM,476471
Eric Winston,1446,T,CIN,470588
Obum Gwacham,1449,DE,NYJ,470294
Tenny Palepoi,1447,DT,LAC,470294
Ben Heeney,1448,ILB,HOU,470294
David Irving,1450,DE,DAL,470294
Dezmen Southward,1451,SS,CAR,470288
Jonathan Allen,1511,DT,WAS,465000
Montae Nicholson,1513,SS,WAS,465000
Joshua Holsey,1539,CB,WAS,465000
Jeremy Sprinkle,1550,TE,WAS,465000
Samaje Perine,1566,RB,WAS,465000
Tyler Catalina,1569,OG,WAS,465000
Stefan McClure,1611,S,WAS,465000
Fabian Moreau,1624,CB,WAS,465000
Chase Roullier,1667,C,WAS,465000
Ryan Anderson,1697,OLB,WAS,465000
Josh Harvey-Clemons,1709,SS,WAS,465000
Jonnu Smith,1483,TE,TEN,465000
Taywan Taylor,1529,WR,TEN,465000
Josh Carraway,1564,DE,TEN,465000
Corey Davis,1606,WR,TEN,465000
Jayon Brown,1618,ILB,TEN,465000
Adoree' Jackson,1620,CB,TEN,465000
Evan Dietrich-Smith,1455,G,TAM,465000
O.J. Howard,1472,TE,TAM,465000
Justin Evans,1478,SS,TAM,465000
Kendell Beckwith,1506,ILB,TAM,465000
Devante Bond,1521,OLB,TAM,465000
Chris Godwin,1530,WR,TAM,465000
Antony Auclair,1538,TE,TAM,465000
George Kittle,1454,TE,SFO,465000
Trent Taylor,1471,WR,SFO,465000
Kendrick Bourne,1499,WR,SFO,465000
Solomon Thomas,1510,DE,SFO,465000
Lorenzo Jerome,1525,DB,SFO,465000
Pita Taumoepenu,1558,OLB,SFO,465000
Matt Breida,1584,RB,SFO,465000
Ahkello Witherspoon,1602,CB,SFO,465000
C.J. Beathard,1615,QB,SFO,465000
Erik Magnuson,1616,OT,SFO,465000
Adrian Colbert,1647,SS,SFO,465000
Victor Bolden,1687,WR,SFO,465000
D.J. Jones,1712,DT,SFO,465000
Reuben Foster,1714,ILB,SFO,465000
Tedric Thompson,1456,SS,SEA,465000
Amara Darboh,1460,WR,SEA,465000
Tre Madden,1487,RB,SEA,465000
Ethan Pocic,1518,C,SEA,465000
Nazair Jones,1535,DT,SEA,465000
Delano Hill,1571,FS,SEA,465000
Chris Carson,1640,RB,SEA,465000
Jordan Roos,1649,OG,SEA,465000
Shaquill Griffin,1681,DB,SEA,465000
Brian Allen,1488,CB,PIT,465000
T.J. Watt,1492,OLB,PIT,465000
James Conner,1502,RB,PIT,465000
Matt Feiler,1582,T,PIT,465000
Terrell Watson,1660,RB,PIT,465000
Mike Hilton,1721,CB,PIT,465000
JuJu Smith-Schuster,1726,WR,PIT,465000
Jerald Hawkins,1732,OT,PIT,465000
Mack Hollins,1466,WR,PHI,465000
Rasul Douglas,1508,CB,PHI,465000
Shelton Gibson,1541,WR,PHI,465000
Corey Clement,1605,RB,PHI,465000
Elijah Qualls,1610,DT,PHI,465000
Marcus Johnson,1635,WR,PHI,465000
Sidney Jones,1659,CB,PHI,465000
Jake Elliott,1665,K,PHI,465000
Joe Walker,1674,ILB,PHI,465000
Derek Barnett,1724,DE,PHI,465000
Eddie Vanderdoes,1469,DT,OAK,465000
Giorgio Tavecchio,1500,K,OAK,465000
Treyvon Hester,1514,DT,OAK,465000
Gareon Conley,1560,CB,OAK,465000
David Sharpe,1587,OT,OAK,465000
Nicholas Morrow,1595,LB,OAK,465000
Marquel Lee,1607,ILB,OAK,465000
Shalom Luani,1613,SS,OAK,465000
Jylan Ware,1656,OT,OAK,465000
Derrick Jones,1489,CB,NYJ,465000
Marcus Maye,1495,FS,NYJ,465000
Dylan Donahue,1546,DL,NYJ,465000
Chad Hansen,1625,WR,NYJ,465000
Jamal Adams,1633,SS,NYJ,465000
Elijah McGuire,1711,RB,NYJ,465000
ArDarius Stewart,1718,WR,NYJ,465000
Thomas Hennessy,1738,LS,NYJ,465000
Calvin Munson,1453,OLB,NYG,465000
Chad Wheeler,1464,OT,NYG,465000
Shane Smith,1531,FB,NYG,465000
Aldrick Rosas,1594,K,NYG,465000
Avery Moss,1612,DE,NYG,465000
Evan Engram,1623,TE,NYG,465000
Wayne Gallman,1646,RB,NYG,465000
Dalvin Tomlinson,1679,DT,NYG,465000
Jacob Hollister,1522,TE,NWE,465000
Adam Butler,1524,DT,NWE,465000
Harvey Langi,1570,ILB,NWE,465000
Cole Croston,1677,OT,NWE,465000
Deatrich Wise Jr.,1716,DE,NWE,465000
Mitchell Loewen,1470,DE,NOR,465000
Austin Carr,1542,WR,NOR,465000
Trey Hendrickson,1548,DE,NOR,465000
Alex Anzalone,1553,OLB,NOR,465000
Taysom Hill,1589,QB,NOR,465000
Zach Wood,1590,DE,NOR,465000
Trey Edmunds,1603,RB,NOR,465000
Marcus Williams,1653,S,NOR,465000
Marshon Lattimore,1661,CB,NOR,465000
Alvin Kamara,1663,RB,NOR,465000
Al-Quadin Muhammad,1670,DE,NOR,465000
Ryan Ramczyk,1690,OT,NOR,465000
Danny Isidora,1490,OG,MIN,465000
C.J. Ham,1497,RB,MIN,465000
Pat Elflein,1517,C,MIN,465000
Eric Wilson,1549,ILB,MIN,465000
Ben Gedeon,1578,ILB,MIN,465000
Tashawn Bower,1627,OLB,MIN,465000
Jaleel Johnson,1630,DT,MIN,465000
Dalvin Cook,1636,RB,MIN,465000
Stacy Coley,1689,WR,MIN,465000
Aviante Collins,1704,OG,MIN,465000
Rodney Adams,1707,WR,MIN,465000
Torry McTyer,1476,CB,MIA,465000
Maurice Smith,1505,FS,MIA,465000
Matt Haack,1554,P,MIA,465000
Davon Godchaux,1583,DT,MIA,465000
Cordrea Tankersley,1593,CB,MIA,465000
Vincent Taylor,1632,DT,MIA,465000
Charles Harris,1668,DE,MIA,465000
Jesse Davis,1686,T,MIA,465000
Isaac Asiata,1701,OG,MIA,465000
Chase Allen,1735,LB,MIA,465000
Gerald Everett,1557,TE,LAR,465000
John Johnson,1559,S,LAR,465000
Ejuan Price,1576,OLB,LAR,465000
Justin Davis,1622,RB,LAR,465000
Dominique Hatfield,1652,CB,LAR,465000
Josh Reynolds,1676,WR,LAR,465000
Cooper Kupp,1694,WR,LAR,465000
Samson Ebukam,1717,OLB,LAR,465000
Tanzel Smart,1743,DT,LAR,465000
Sean Culkin,1458,TE,LAC,465000
Desmond King,1482,FS,LAC,465000
Mike Williams,1545,WR,LAC,465000
Austin Ekeler,1572,RB,LAC,465000
Dan Feeney,1631,OG,LAC,465000
James Onwualu,1648,OLB,LAC,465000
YoungHoe Koo,1651,K,LAC,465000
Rayshawn Jenkins,1688,FS,LAC,465000
Sam Tevi,1706,OT,LAC,465000
Ukeme Eligwe,1462,OLB,KAN,465000
Jehu Chesson,1475,WR,KAN,465000
Patrick Mahomes,1567,QB,KAN,465000
Kareem Hunt,1654,RB,KAN,465000
Tanoh Kpassagnon,1731,DE,KAN,465000
Cam Robinson,1520,OT,JAX,465000
Keelan Cole,1556,WR,JAX,465000
Donald Payne,1638,LB,JAX,465000
Leonard Fournette,1658,RB,JAX,465000
Blair Brown,1713,ILB,JAX,465000
Eli Ankou,1720,DT,JAX,465000
Max McCaffrey,1722,WR,JAX,465000
Jalen Myrick,1730,CB,JAX,465000
Dawuane Smoot,1733,DE,JAX,465000
Deyshawn Bond,1465,C,IND,465000
Tarell Basham,1474,DE,IND,465000
Kenny Moore,1496,CB,IND,465000
Rigoberto Sanchez,1544,K,IND,465000
Nate Hairston,1573,CB,IND,465000
Anthony Walker,1599,LB,IND,465000
Marlon Mack,1600,RB,IND,465000
Grover Stewart,1604,DT,IND,465000
Malik Hooker,1609,FS,IND,465000
Adam Redmond,1672,G,IND,465000
Quincy Wilson,1678,CB,IND,465000
Darrell Daniels,1682,TE,IND,465000
Carlos Watkins,1457,DT,HOU,465000
D'Onta Foreman,1509,RB,HOU,465000
Deshaun Watson,1536,QB,HOU,465000
Julie'n Davenport,1537,OT,HOU,465000
Zach Cunningham,1586,OLB,HOU,465000
Treston Decoud,1596,CB,HOU,465000
Ka'imi Fairbairn,1629,K,HOU,465000
Kyle Fuller,1662,C,HOU,465000
Dylan Cole,1666,LB,HOU,465000
Justin Vogel,1452,P,GNB,465000
Montravius Adams,1473,DT,GNB,465000
Aaron Jones,1485,RB,GNB,465000
Josh Jones,1512,S,GNB,465000
Lucas Patrick,1563,G,GNB,465000
Devante Mays,1577,RB,GNB,465000
Justin McCray,1634,G,GNB,465000
Jamaal Williams,1671,RB,GNB,465000
Lenzy Pipkins,1684,CB,GNB,465000
Chris Odom,1698,DE,GNB,465000
Kevin King,1725,CB,GNB,465000
Jeremiah Ledbetter,1461,DT,DET,465000
Teez Tabor,1468,CB,DET,465000
Kenny Golladay,1486,WR,DET,465000
Alex Barrett,1503,DE,DET,465000
Jeremiah Valoaga,1527,DE,DET,465000
Jalen Reeves-Maybin,1533,OLB,DET,465000
Jamal Agnew,1673,CB,DET,465000
Steve Longa,1705,LB,DET,465000
Tion Green,1715,RB,DET,465000
Michael Roberts,1719,TE,DET,465000
Kasey Redfern,1728,P,DET,465000
Charles Washington,1737,DB,DET,465000
Jarrad Davis,1740,ILB,DET,465000
Tyrique Jarrett,1519,DT,DEN,465000
DeMarcus Walker,1543,DE,DEN,465000
Garett Bolles,1574,OT,DEN,465000
Brendan Langley,1617,CB,DEN,465000
Isaiah McKenzie,1655,WR,DEN,465000
De'Angelo Henderson,1657,RB,DEN,465000
Jamal Carter,1710,S,DEN,465000
Ryan Switzer,1523,WR,DAL,465000
Taco Charlton,1534,DE,DAL,465000
Cooper Rush,1561,QB,DAL,465000
Jourdan Lewis,1592,CB,DAL,465000
Chidobe Awuzie,1608,CB,DAL,465000
Noah Brown,1644,WR,DAL,465000
Xavier Woods,1699,SS,DAL,465000
Zach Banner,1480,OG,CLE,465000
Kasen Williams,1504,WR,CLE,465000
Myles Garrett,1555,DE,CLE,465000
Trevon Coley,1580,DL,CLE,465000
David Njoku,1588,TE,CLE,465000
Matthew Dayes,1626,RB,CLE,465000
James Burgess,1645,LB,CLE,465000
Larry Ogunjobi,1664,DT,CLE,465000
Kai Nacua,1675,FS,CLE,465000
DeShone Kizer,1692,QB,CLE,465000
B.J. Bello,1693,LB,CLE,465000
Caleb Brantley,1727,DT,CLE,465000
Zane Gonzalez,1729,K,CLE,465000
Jabrill Peppers,1734,SS,CLE,465000
Hardy Nickerson,1459,ILB,CIN,465000
Joe Mixon,1463,RB,CIN,465000
Carl Lawson,1493,DE,CIN,465000
Ryan Glasgow,1501,DT,CIN,465000
Cethan Carter,1532,TE,CIN,465000
Jordan Evans,1540,ILB,CIN,465000
Jordan Willis,1562,DE,CIN,465000
Alex Redmond,1614,G,CIN,465000
Andrew Billings,1621,DT,CIN,465000
Trey Hopkins,1628,G,CIN,465000
Josh Malone,1695,WR,CIN,465000
John Ross,1723,WR,CIN,465000
Tanner Gentry,1526,WR,CHI,465000
Mitch Trubisky,1551,QB,CHI,465000
Roy Robertson-Harris,1552,LB,CHI,465000
Adam Shaheen,1643,TE,CHI,465000
Eddie Jackson,1696,SS,CHI,465000
Tarik Cohen,1700,RB,CHI,465000
Taquan Mizzell,1702,RB,CHI,465000
Christian McCaffrey,1479,RB,CAR,465000
Taylor Moton,1481,OT,CAR,465000
Demetrious Cox,1641,FS,CAR,465000
Curtis Samuel,1650,WR,CAR,465000
Daeshon Hall,1703,DE,CAR,465000
Eddie Yarbrough,1467,DE,BUF,465000
Zay Jones,1491,WR,BUF,465000
Dion Dawkins,1498,OG,BUF,465000
Matt Milano,1515,OLB,BUF,465000
Tanner Vallejo,1579,ILB,BUF,465000
Deon Lacey,1585,LB,BUF,465000
Reid Ferguson,1598,LS,BUF,465000
Nathan Peterman,1619,QB,BUF,465000
Conor McDermott,1708,OT,BUF,465000
TreDavious White,1742,CB,BUF,465000
Chris Wormley,1477,DT,BAL,465000
Tim Williams,1507,OLB,BAL,465000
Jaylen Hill,1516,CB,BAL,465000
Tyus Bowser,1528,OLB,BAL,465000
Bam Bradley,1597,OLB,BAL,465000
Marlon Humphrey,1639,CB,BAL,465000
Patrick Ricard,1642,DE,BAL,465000
Chuck Clark,1739,FS,BAL,465000
Jermaine Eluemunor,1741,OG,BAL,465000
Eric Saubert,1565,TE,ATL,465000
Duke Riley,1680,OLB,ATL,465000
Damontae Kazee,1685,CB,ATL,465000
Takkarist McKinley,1736,OLB,ATL,465000
Haason Reddick,1484,OLB,ARI,465000
Elijhaa Penny,1547,RB,ARI,465000
Rudy Ford,1568,S,ARI,465000
Will Holden,1575,OT,ARI,465000
Budda Baker,1581,FS,ARI,465000
Ifeanyi Momah,1591,WR,ARI,465000
Chad Williams,1669,WR,ARI,465000
Daniel Munyer,1691,OL,ARI,465000
Nigel Harris,1637,OLB,3TM,465000
Trae Elston,1494,DB,2TM,465000
Jermaine Grace,1601,LB,2TM,465000
Brian Hill,1683,RB,2TM,465000
Orlando Franklin,1745,OL,WAS,455882
Gavin Escobar,1747,TE,BAL,455882
Sean Weatherspoon,1746,LB,ATL,455882
Jonathan Freeny,1744,DE,3TM,455882
Khyri Thornton,1748,DT,DET,452941
Jacquies Smith,1749,DE,2TM,446471
Curtis Grant,1750,LB,NYG,437648
Elijah Lee,1754,OLB,SFO,437647
Mike Davis,1752,RB,SEA,437647
Lawrence Thomas,1757,DE,NYJ,437647
Michael Davis,1751,,LAC,437647
Evan Baylis,1756,TE,HOU,437647
Adam Pankey,1755,OG,GNB,437647
Tony McRae,1753,CB,2TM,437647
Kelvin Sheppard,1758,LB,NYG,423529
Louis Murphy,1759,WR,SFO,423528
Jordan Lucas,1760,SS,MIA,421941
Chris Reed,1761,G,JAX,412945
Deon King,1762,LB,CLE,412945
Scooby Wright,1763,ILB,ARI,412945
Branden Jackson,1765,DE,SEA,412941
Quinton Jefferson,1766,DT,SEA,412941
Mike Thomas,1767,WR,LAR,412941
Bryce Treggs,1764,WR,CLE,412941
Jordan Leslie,1768,WR,CLE,410295
Reggie Porter,1769,CB,CLE,410295
Devin Taylor,1777,DE,NYG,410294
Justin Hardee,1771,WR,NOR,410294
T.J. Yates,1774,QB,HOU,410294
Don Barclay,1773,G,DET,410294
Alex Armah,1776,FB,CAR,410294
Matt Skura,1770,C,BAL,410294
Ricky Seals-Jones,1775,WR,ARI,410294
Travaris Cadet,1772,RB,2TM,410294
Robert Nelson,1778,FS,NYJ,405882
David Fales,1779,QB,MIA,405880
Jairus Byrd,1780,DB,CAR,404648
Michael Ola,1782,T,LAC,397941
Josh Lambo,1781,K,JAX,397941
A.J. Francis,1783,DL,WAS,397936
Aaron Wallace,1784,OLB,TEN,383824
Chris Thompson,1785,RB,WAS,382942
Chris Thompson,1786,WR,HOU,382942
Harrison Butker,1787,K,KAN,382941
Taybor Pepper,1788,LS,GNB,382941
Bryan Cox,1789,DE,CAR,382941
Patrick Murray,1791,K,TAM,381176
Shilique Calhoun,1790,DE,OAK,381176
Darnell Sankey,1793,LB,IND,381176
Justin March-Lillard,1792,LB,3TM,381176
Will Beatty,1794,T,PHI,370588
Dannell Ellerbe,1795,LB,PHI,370588
Cam Thomas,1796,DT,KAN,370587
Brenton Bersin,1797,WR,CAR,365292
Jeff Cumberland,1798,TE,LAC,364706
Ronald Blair,1800,DE,SFO,363000
Deiondre' Hall,1801,CB,CHI,363000
Maurice Canady,1799,CB,BAL,363000
Arie Kouandjio,1802,OG,WAS,361765
Trevor Reilly,1803,OLB,NWE,361765
Isaiah Johnson,1805,S,TAM,355589
Jon Halapio,1804,OG,NYG,355589
Kyle Kalis,1807,OG,IND,355588
Henry Krieger-Coble,1809,TE,IND,355588
Isaiah Irving,1808,OLB,CHI,355588
Greg Mabin,1806,CB,2TM,355588
Darrelle Revis,1810,DB,KAN,352941
Jermaine Whitehead,1812,DB,GNB,349415
Joe Callahan,1813,QB,GNB,349415
Richard Ash,1811,DT,DAL,349415
Daniel Lasco,1814,RB,NOR,349412
Cameron Sutton,1815,CB,PIT,348000
Obi Melifonwu,1816,SS,OAK,348000
Jeremy Clark,1818,CB,NYJ,348000
Dede Westbrook,1817,WR,JAX,348000
Vince Biegel,1820,OLB,GNB,348000
Marquez Williams,1819,FB,CLE,348000
Donte Deayon,1823,DB,NYG,328236
Adam Bighill,1824,LB,NOR,328236
Tani Tupou,1821,DT,ATL,328236
Marvin Hall,1822,WR,ATL,328236
Cole Hikutini,1825,TE,SFO,328235
Xavier Coleman,1826,CB,NYJ,328235
Travis Rudolph,1827,WR,NYG,328235
Ed Eagan,1828,WR,NYG,328235
Marcus Kemp,1829,WR,KAN,328235
Tyreek Burwell,1830,T,IND,325588
Angelo Blackson,1833,DT,HOU,325588
Xavier Cooper,1831,DT,2TM,325588
Josh Keyes,1832,LB,2TM,325588
Cyrus Kouandjio,1834,OT,DEN,324706
Akeem Ayers,1835,LB,NYG,319118
Harlan Miller,1836,CB,ARI,319118
Joshua Perry,1837,OLB,IND,317647
Matt Lengel,1838,TE,CLE,317647
Nathan Gerry,1843,SS,PHI,300883
Jaydon Mickens,1842,WR,JAX,300883
Elijah Wilkinson,1839,OT,DEN,300883
Jerrol Garcia-Williams,1841,LB,DEN,300883
Hunter Sharp,1840,WR,2TM,300883
Nick Rose,1844,K,2TM,300882
Ray-Ray Armstrong,1845,LB,2TM,294118
Freddie Martino,1846,WR,TAM,289408
Nate Sudfeld,1847,QB,PHI,285882
D.J. White,1848,CB,IND,285882
Jace Billingsley,1850,WR,DET,273530
Dan Skipper,1851,OT,DET,273530
Kevin Snyder,1852,LB,DEN,273530
Blake Jarwin,1849,TE,DAL,273530
Elijah Hood,1853,RB,OAK,273529
Joey Mbu,1854,NT,IND,254120
Ben Braunecker,1855,TE,CHI,254120
Max Tuerk,1856,C,ARI,254118
Zach Vigil,1857,ILB,WAS,253235
Deiontrez Mount,1859,OLB,DEN,253232
Terrence Magee,1858,RB,ATL,253232
Darrell Williams,1864,OL,SFO,246177
Derek Hart,1861,LS,GNB,246177
Donatello Brown,1862,CB,GNB,246177
Marshall Koehn,1863,K,CIN,246177
Bryson Albright,1860,LB,ARI,246177
Demetrius Rhaney,1866,C,WAS,243529
Fitzgerald Toussaint,1865,RB,PIT,243529
Cairo Santos,1867,K,2TM,243529
Mike Nugent,1868,K,2TM,235294
Tim Barnes,1870,C,SFO,227941
Chris Prosinski,1869,DB,CHI,227941
Datone Jones,1871,DE,2TM,227941
Byron Marshall,1872,RB,WAS,222353
Joe Kerridge,1873,FB,GNB,222353
Vinston Painter,1874,OT,ARI,222353
Kalif Raymond,1875,WR,2TM,222353
Brandon Banks,1884,DL,WAS,218824
Maurice Harris,1888,WR,WAS,218824
Josh Forrest,1877,ILB,SEA,218824
Jojo Natson,1882,WR,NYJ,218824
Zach Sterup,1878,OL,MIA,218824
Johnny Mundt,1881,TE,LAR,218824
Chunky Clements,1887,DT,HOU,218824
Joseph Jones,1883,OLB,DEN,218824
Lewis Neal,1876,DE,DAL,218824
Daniel Ross,1879,DT,DAL,218824
Darius Hillary,1885,CB,CLE,218824
Josh Tupou,1880,DT,CIN,218824
Brandon Wilson,1886,CB,CIN,218824
Neville Hewitt,1891,LB,MIA,217059
Howard Jones,1890,LB,CHI,217059
Dexter McDougle,1889,CB,2TM,217059
Orson Charles,1892,TE,KAN,202940
Colin Holba,1894,LS,JAX,191471
Larry Pinkard,1895,WR,JAX,191471
Austin Traylor,1893,TE,DEN,191471
Cobi Hamilton,1896,WR,HOU,190590
Christian Ringo,1897,DE,DET,190588
Spencer Paysinger,1898,LB,CAR,182353
Bradley Marquez,1899,WR,DET,180882
Khalif Barnes,1900,T,ARI,176471
Pete Robertson,1904,LB,WAS,164118
LeShun Daniels,1905,RB,WAS,164118
David Moore,1903,WR,SEA,164118
Eric Lee,1901,LB,NWE,164118
Kevin Peterson,1907,CB,LAR,164118
Jason Vander Laan,1906,TE,IND,164118
Justin Currie,1902,S,CLE,164118
Brandon Dixon,1908,CB,NYG,158825
Carlos Thompson,1910,LB,LAR,158825
Gabe Martin,1909,LB,ARI,158825
Bronson Hill,1911,RB,ARI,158825
Bryan Braman,1912,LB,PHI,158824
Nic Grigsby,1913,LB,NWE,158824
Anthony Fabiano,1914,OL,IND,158824
Anthony Johnson,1917,DT,IND,144706
MyCole Pruitt,1916,TE,HOU,144706
Cameron Lynch,1915,LB,2TM,144706
Pat O'Connor,1922,DE,TAM,136765
Mike Liedtke,1928,OL,TAM,136765
Jesus Wilson,1937,WR,TAM,136765
Jeremy McNichols,1918,RB,SFO,136765
Rodney Coe,1919,DT,SEA,136765
Isaac Whitney,1935,WR,OAK,136765
Garrett Griffin,1921,TE,NOR,136765
Arthur Maulet,1934,CB,NOR,136765
Cameron Malveaux,1929,DE,MIA,136765
De'Veon Smith,1933,RB,MIA,136765
Travis Coons,1923,K,LAC,136765
Carroll Phillips,1930,OLB,JAX,136765
K.J. Brent,1920,WR,IND,136765
LaTroy Lewis,1924,LB,HOU,136765
Gimel President,1931,DE,HOU,136765
Chad Slade,1936,G,HOU,136765
Michael Clark,1932,WR,GNB,136765
Marcus Rios,1927,CB,DEN,136765
Lavar Edwards,1925,DE,CLE,136765
Bernard Reedy,1926,WR,2TM,136765
Stanley Jean-Baptiste,1938,CB,BAL,127060
Darius Powe,1939,WR,NYG,127059
Keith Reaser,1940,CB,2TM,121765
Robert Davis,1945,WR,WAS,109412
DeAndrew White,1943,WR,HOU,109412
Rashaad Coward,1942,DT,CHI,109412
Nordly Capi,1941,LB,2TM,109412
Justin Hamilton,1944,DT,2TM,109412
Isaiah Johnson,1947,DB,LAR,108529
Taylor Heinicke,1946,QB,HOU,108529
Kapri Bibbs,1948,RB,WAS,108528
John Phillips,1949,TE,NOR,105882
Kyle Carter,1950,TE,MIN,100800
Tyvis Powell,1952,FS,SFO,95294
Paul Dawson,1954,OLB,SEA,95294
Matt Hazel,1955,WR,IND,95294
C.J. Smith,1951,CB,CLE,95294
Gabe Holmes,1953,TE,ARI,95294
Cameron Lee,1956,G,CHI,93600
Otha Peters,1962,LB,WAS,82059
Riley Bullough,1959,ILB,TAM,82059
Kache Palacio,1963,LB,SEA,82059
Ryan Murphy,1958,FS,NYG,82059
Isaac Rochell,1961,DE,LAC,82059
Leon McQuay,1965,S,KAN,82059
Dymonte Thomas,1957,SS,DEN,82059
Brandon Bell,1964,OLB,CIN,82059
Jarveon Williams,1967,HB,CIN,82059
Breon Borders,1966,CB,BUF,82059
Matt LaCosse,1960,TE,2TM,82059
Caraun Reid,1968,DT,DET,81176
James Stone,1971,C,OAK,72353
